"pars" "rmse" "lambdas_df" "gamma_df" "mtry_df" "dataset" "model" "good" "bad"
"3012" 35 0.480400447175846 0.5 0.2505 105 4 "correlation" 0.730769230769231 0.177777777777778
"3013" 21 0.466733173207155 0.5 0.5 105 4 "correlation" 0.615384615384615 0.155555555555556
"3014" 23 0.491238490376597 0.5 0.7495 105 4 "correlation" 0.642857142857143 0.177777777777778
"3015" 19 0.492313619277892 0.5 0.999 105 4 "correlation" 0.857142857142857 0.0888888888888889
"3016" 102 0.467465630971517 0.7 0.001 105 4 "correlation" 0.655913978494624 0.177777777777778
"3017" 49 0.475852883486447 0.7 0.2505 105 4 "correlation" 0.738095238095238 0.133333333333333
"3018" 29 0.473011444607586 0.7 0.5 105 4 "correlation" 0.571428571428571 0.155555555555556
"3019" 21 0.483631524633576 0.7 0.7495 105 4 "correlation" 0.916666666666667 0.177777777777778
"3020" 20 0.487504416932086 0.7 0.999 105 4 "correlation" 0.538461538461538 0.133333333333333
"3021" 197 0.467042253269236 0.9 0.001 105 4 "correlation" 0.64021164021164 0.155555555555556
"3022" 102 0.46411882051326 0.9 0.2505 105 4 "correlation" 0.688172043010753 0.177777777777778
"3023" 39 0.467593339990999 0.9 0.5 105 4 "correlation" 0.67741935483871 0.155555555555556
"3024" 21 0.484426774708465 0.9 0.7495 105 4 "correlation" 1 0.155555555555556
"3025" 21 0.477590926437145 0.9 0.999 105 4 "correlation" 0.428571428571429 0.133333333333333
"3026" 14 0.484598089397892 0.1 0.001 135 4 "correlation" 0.571428571428571 0.133333333333333
"3027" 13 0.48379002180998 0.1 0.2505 135 4 "correlation" 0.5 0.0888888888888889
"3028" 15 0.487155314501854 0.1 0.5 135 4 "correlation" 0.5 0.133333333333333
"3029" 16 0.491602486916335 0.1 0.7495 135 4 "correlation" 0.7 0.111111111111111
"3030" 12 0.506533662550513 0.1 0.999 135 4 "correlation" 0.666666666666667 0.111111111111111
"3031" 22 0.487133061480803 0.3 0.001 135 4 "correlation" 0.666666666666667 0.133333333333333
"3032" 18 0.483120328938128 0.3 0.2505 135 4 "correlation" 0.454545454545455 0.133333333333333
"3033" 18 0.491221607318598 0.3 0.5 135 4 "correlation" 0.5 0.155555555555556
"3034" 14 0.493435289169487 0.3 0.7495 135 4 "correlation" 0.666666666666667 0.0888888888888889
"3035" 14 0.492861533714297 0.3 0.999 135 4 "correlation" 0.625 0.111111111111111
"3036" 36 0.473851991713409 0.5 0.001 135 4 "correlation" 0.689655172413793 0.133333333333333
"3037" 27 0.47042739933842 0.5 0.2505 135 4 "correlation" 0.904761904761905 0.111111111111111
"3038" 19 0.486896082208214 0.5 0.5 135 4 "correlation" 0.636363636363636 0.155555555555556
"3039" 16 0.48491573553971 0.5 0.7495 135 4 "correlation" 0.666666666666667 0.133333333333333
"3040" 15 0.502239878824349 0.5 0.999 135 4 "correlation" 0.555555555555556 0.111111111111111
"3041" 95 0.460994180017487 0.7 0.001 135 4 "correlation" 0.670454545454545 0.133333333333333
"3042" 43 0.452402683362996 0.7 0.2505 135 4 "correlation" 0.631578947368421 0.0888888888888889
"3043" 28 0.488855856146374 0.7 0.5 135 4 "correlation" 0.7 0.155555555555556
"3044" 16 0.498490236559962 0.7 0.7495 135 4 "correlation" 0.8 0.111111111111111
"3045" 14 0.50396974537464 0.7 0.999 135 4 "correlation" 0.888888888888889 0.0888888888888889
"3046" 179 0.461233393812708 0.9 0.001 135 4 "correlation" 0.631578947368421 0.155555555555556
"3047" 82 0.474545807128314 0.9 0.2505 135 4 "correlation" 0.693333333333333 0.133333333333333
"3048" 33 0.451709397820884 0.9 0.5 135 4 "correlation" 0.785714285714286 0.0888888888888889
"3049" 18 0.495665484152157 0.9 0.7495 135 4 "correlation" 0.666666666666667 0.111111111111111
"3050" 15 0.491829124825276 0.9 0.999 135 4 "correlation" 0.4 0.0888888888888889
"3051" 11 0.506817660017683 0.1 0.001 165 4 "correlation" 1 0.111111111111111
"3052" 13 0.471466092212097 0.1 0.2505 165 4 "correlation" 0.571428571428571 0.111111111111111
"3053" 12 0.483242770313084 0.1 0.5 165 4 "correlation" 0.75 0.0666666666666667
"3054" 12 0.489356853163001 0.1 0.7495 165 4 "correlation" 0.125 0.0666666666666667
"3055" 11 0.501970642486833 0.1 0.999 165 4 "correlation" 0.714285714285714 0.0666666666666667
"3056" 19 0.478996976664268 0.3 0.001 165 4 "correlation" 0.692307692307692 0.111111111111111
"3057" 14 0.494555423811129 0.3 0.2505 165 4 "correlation" 0.444444444444444 0.0888888888888889
"3058" 13 0.497073100925668 0.3 0.5 165 4 "correlation" 0.5 0.133333333333333
"3059" 10 0.495210316438164 0.3 0.7495 165 4 "correlation" 0.6 0.0888888888888889
"3060" 11 0.496633661632734 0.3 0.999 165 4 "correlation" 0.833333333333333 0.0888888888888889
"3061" 36 0.463868490669768 0.5 0.001 165 4 "correlation" 0.741935483870968 0.0888888888888889
"3062" 26 0.483728601178717 0.5 0.2505 165 4 "correlation" 0.578947368421053 0.133333333333333
"3063" 14 0.492699217045375 0.5 0.5 165 4 "correlation" 0.777777777777778 0.0888888888888889
"3064" 11 0.480165593149124 0.5 0.7495 165 4 "correlation" 0.571428571428571 0.0666666666666667
"3065" 13 0.511176199202512 0.5 0.999 165 4 "correlation" 1 0.133333333333333
"3066" 86 0.460516808982683 0.7 0.001 165 4 "correlation" 0.641975308641975 0.0888888888888889
"3067" 45 0.470353516954092 0.7 0.2505 165 4 "correlation" 0.666666666666667 0.111111111111111
"3068" 24 0.470202473855707 0.7 0.5 165 4 "correlation" 0.722222222222222 0.111111111111111
"3069" 13 0.495976467025026 0.7 0.7495 165 4 "correlation" 0.714285714285714 0.111111111111111
"3070" 10 0.502076104580457 0.7 0.999 165 4 "correlation" 0.5 0.0666666666666667
"3071" 171 0.460913278134272 0.9 0.001 165 4 "correlation" 0.618181818181818 0.111111111111111
"3072" 80 0.474841743796518 0.9 0.2505 165 4 "correlation" 0.63013698630137 0.133333333333333
"3073" 34 0.479619613339323 0.9 0.5 165 4 "correlation" 0.740740740740741 0.133333333333333
"3074" 15 0.488990535638407 0.9 0.7495 165 4 "correlation" 0.7 0.0888888888888889
"3075" 11 0.483916743265503 0.9 0.999 165 4 "correlation" 0.857142857142857 0.0666666666666667
"3076" 9 0.505226899244341 0.1 0.001 195 4 "correlation" 0.4 0.0666666666666667
"3077" 9 0.499262684342193 0.1 0.2505 195 4 "correlation" 0.4 0.0666666666666667
"3078" 8 0.481773747545534 0.1 0.5 195 4 "correlation" 0.75 0.0666666666666667
"3079" 8 0.504916693628022 0.1 0.7495 195 4 "correlation" 0.5 0.0666666666666667
"3080" 10 0.488647524977345 0.1 0.999 195 4 "correlation" 0.571428571428571 0.0444444444444444
"3081" 15 0.483312828050449 0.3 0.001 195 4 "correlation" 0.6 0.0888888888888889
"3082" 10 0.493849040115231 0.3 0.2505 195 4 "correlation" 0.666666666666667 0.0666666666666667
"3083" 9 0.504796443675416 0.3 0.5 195 4 "correlation" 0.8 0.0666666666666667
"3084" 8 0.485775639511404 0.3 0.7495 195 4 "correlation" 0.666666666666667 0.0888888888888889
"3085" 9 0.487179230879004 0.3 0.999 195 4 "correlation" 0.4 0.0666666666666667
"3086" 36 0.479823385023354 0.5 0.001 195 4 "correlation" 0.59375 0.0666666666666667
"3087" 21 0.485436401735794 0.5 0.2505 195 4 "correlation" 0.705882352941177 0.0666666666666667
"3088" 12 0.498448070805654 0.5 0.5 195 4 "correlation" 0.625 0.0666666666666667
"3089" 10 0.493207787760442 0.5 0.7495 195 4 "correlation" 0.6 0.0888888888888889
"3090" 8 0.504383758038489 0.5 0.999 195 4 "correlation" 1 0.0444444444444444
"3091" 82 0.456120166748603 0.7 0.001 195 4 "correlation" 0.628205128205128 0.0666666666666667
"3092" 36 0.472047555579238 0.7 0.2505 195 4 "correlation" 0.6875 0.0666666666666667
"3093" 17 0.475950687309893 0.7 0.5 195 4 "correlation" 0.615384615384615 0.0666666666666667
"3094" 9 0.518223901337707 0.7 0.7495 195 4 "correlation" 0.6 0.0666666666666667
"3095" 8 0.49975677535185 0.7 0.999 195 4 "correlation" 0.6 0.0444444444444444
"3096" 187 0.46304036741548 0.9 0.001 195 4 "correlation" 0.640883977900553 0.111111111111111
"3097" 73 0.463927699358153 0.9 0.2505 195 4 "correlation" 0.647058823529412 0.0888888888888889
"3098" 28 0.485744629782192 0.9 0.5 195 4 "correlation" 0.75 0.0666666666666667
"3099" 11 0.488824222253683 0.9 0.7495 195 4 "correlation" 0.857142857142857 0.0666666666666667
"3100" 8 0.485595144653272 0.9 0.999 195 4 "correlation" 0.8 0.0444444444444444
"3101" 6 0.487517626341459 0.1 0.001 225 4 "correlation" 0 0.0666666666666667
"3102" 7 0.51238231128515 0.1 0.2505 225 4 "correlation" 1 0.0666666666666667
"3103" 7 0.490455547822712 0.1 0.5 225 4 "correlation" 0.75 0.0444444444444444
"3104" 7 0.490538164148378 0.1 0.7495 225 4 "correlation" 0.666666666666667 0.0666666666666667
"3105" 6 0.530790615649994 0.1 0.999 225 4 "correlation" 0.5 0.0666666666666667
"3106" 17 0.491132976552954 0.3 0.001 225 4 "correlation" 0.642857142857143 0.0444444444444444
"3107" 10 0.492177415607132 0.3 0.2505 225 4 "correlation" 0.714285714285714 0.0444444444444444
"3108" 7 0.488630355176361 0.3 0.5 225 4 "correlation" 0.8 0.0222222222222222
"3109" 6 0.486377690578777 0.3 0.7495 225 4 "correlation" 1 0.0666666666666667
"3110" 6 0.503802633921264 0.3 0.999 225 4 "correlation" 0.666666666666667 0.0444444444444444
"3111" 35 0.475536912062328 0.5 0.001 225 4 "correlation" 0.709677419354839 0.0666666666666667
"3112" 17 0.489154221009133 0.5 0.2505 225 4 "correlation" 0.714285714285714 0.0444444444444444
"3113" 12 0.505520864302789 0.5 0.5 225 4 "correlation" 0.625 0.0666666666666667
"3114" 8 0.499441254663335 0.5 0.7495 225 4 "correlation" 0.75 0.0666666666666667
"3115" 8 0.489852125881999 0.5 0.999 225 4 "correlation" 0.5 0.0666666666666667
"3116" 70 0.451747427510814 0.7 0.001 225 4 "correlation" 0.626865671641791 0.0444444444444444
"3117" 33 0.48734808702776 0.7 0.2505 225 4 "correlation" 0.571428571428571 0.0888888888888889
"3118" 19 0.473711641622852 0.7 0.5 225 4 "correlation" 0.875 0.0444444444444444
"3119" 8 0.514786411178795 0.7 0.7495 225 4 "correlation" 0.8 0.0444444444444444
"3120" 6 0.50429548261368 0.7 0.999 225 4 "correlation" 1 0.0666666666666667
"3121" 173 0.461572811325221 0.9 0.001 225 4 "correlation" 0.650887573964497 0.0666666666666667
"3122" 70 0.470401251651665 0.9 0.2505 225 4 "correlation" 0.681818181818182 0.0666666666666667
"3123" 25 0.482151642671503 0.9 0.5 225 4 "correlation" 0.571428571428571 0.0666666666666667
"3124" 13 0.499545910323263 0.9 0.7495 225 4 "correlation" 0.777777777777778 0.0666666666666667
"3125" 6 0.504776487404453 0.9 0.999 225 4 "correlation" 1 0.0444444444444444
"3126" 3 0.510262503351656 0.1 0.001 250 4 "correlation" 1 0.0222222222222222
"3127" 3 0.521994759586692 0.1 0.2505 250 4 "correlation" 1 0.0222222222222222
"3128" 3 0.524924711759906 0.1 0.5 250 4 "correlation" 1 0.0222222222222222
"3129" 2 0.554838446290784 0.1 0.7495 250 4 "correlation" 0 0.0222222222222222
"3130" 2 0.550450205071779 0.1 0.999 250 4 "correlation" 0 0.0222222222222222
"3131" 12 0.461010168136729 0.3 0.001 250 4 "correlation" 0.8 0.0222222222222222
"3132" 8 0.524959217830629 0.3 0.2505 250 4 "correlation" 0.833333333333333 0.0222222222222222
"3133" 5 0.500109364908185 0.3 0.5 250 4 "correlation" 0.666666666666667 0.0222222222222222
"3134" 4 0.518583088649363 0.3 0.7495 250 4 "correlation" 1 0.0222222222222222
"3135" 2 0.548456286110479 0.3 0.999 250 4 "correlation" 0 0.0222222222222222
"3136" 32 0.485270348220371 0.5 0.001 250 4 "correlation" 0.7 0.0222222222222222
"3137" 15 0.492025479926776 0.5 0.2505 250 4 "correlation" 0.615384615384615 0.0222222222222222
"3138" 9 0.502742067706511 0.5 0.5 250 4 "correlation" 0.857142857142857 0.0222222222222222
"3139" 4 0.510550027972524 0.5 0.7495 250 4 "correlation" 1 0.0222222222222222
"3140" 2 0.552750479977487 0.5 0.999 250 4 "correlation" 0 0.0222222222222222
"3141" 77 0.471431586086347 0.7 0.001 250 4 "correlation" 0.64 0.0222222222222222
"3142" 35 0.464636958879637 0.7 0.2505 250 4 "correlation" 0.787878787878788 0.0222222222222222
"3143" 15 0.475356633806382 0.7 0.5 250 4 "correlation" 0.538461538461538 0.0222222222222222
"3144" 5 0.497858121342921 0.7 0.7495 250 4 "correlation" 0.666666666666667 0.0222222222222222
"3145" 2 0.552795690832848 0.7 0.999 250 4 "correlation" 0 0.0222222222222222
"3146" 177 0.465168564068107 0.9 0.001 250 4 "correlation" 0.64 0.0222222222222222
"3147" 67 0.45410018095636 0.9 0.2505 250 4 "correlation" 0.646153846153846 0.0222222222222222
"3148" 23 0.447690495238884 0.9 0.5 250 4 "correlation" 0.761904761904762 0.0222222222222222
"3149" 9 0.511973028598135 0.9 0.7495 250 4 "correlation" 0.428571428571429 0.0222222222222222
"3150" 2 0.548345397759237 0.9 0.999 250 4 "correlation" 0 0.0222222222222222
"3151" 102 0.485440616931683 0.1 0.001 15 5 "correlation" 0.648648648648649 0.6
"3152" 110 0.480872127803401 0.1 0.2505 15 5 "correlation" 0.615384615384615 0.688888888888889
"3153" 108 0.494289570774053 0.1 0.5 15 5 "correlation" 0.631578947368421 0.688888888888889
"3154" 105 0.484277214014117 0.1 0.7495 15 5 "correlation" 0.613333333333333 0.644444444444444
"3155" 106 0.486436949122216 0.1 0.999 15 5 "correlation" 0.697368421052632 0.644444444444444
"3156" 111 0.482766977182165 0.3 0.001 15 5 "correlation" 0.61038961038961 0.733333333333333
"3157" 112 0.485363323929867 0.3 0.2505 15 5 "correlation" 0.585365853658537 0.644444444444444
"3158" 109 0.48443024401412 0.3 0.5 15 5 "correlation" 0.689189189189189 0.755555555555556
"3159" 111 0.485392306762505 0.3 0.7495 15 5 "correlation" 0.74025974025974 0.733333333333333
"3160" 109 0.475585266948139 0.3 0.999 15 5 "correlation" 0.6 0.622222222222222
"3161" 133 0.486580143824884 0.5 0.001 15 5 "correlation" 0.605769230769231 0.622222222222222
"3162" 119 0.488393403514211 0.5 0.2505 15 5 "correlation" 0.642857142857143 0.755555555555556
"3163" 109 0.489328631354908 0.5 0.5 15 5 "correlation" 0.584415584415584 0.688888888888889
"3164" 111 0.483152700739861 0.5 0.7495 15 5 "correlation" 0.609756097560976 0.622222222222222
"3165" 112 0.478086810786647 0.5 0.999 15 5 "correlation" 0.641975308641975 0.666666666666667
"3166" 189 0.482971047957798 0.7 0.001 15 5 "correlation" 0.63125 0.622222222222222
"3167" 144 0.482559336049363 0.7 0.2505 15 5 "correlation" 0.672566371681416 0.666666666666667
"3168" 113 0.482403158230811 0.7 0.5 15 5 "correlation" 0.651162790697674 0.577777777777778
"3169" 107 0.483002052661229 0.7 0.7495 15 5 "correlation" 0.636363636363636 0.644444444444444
"3170" 104 0.486728473236765 0.7 0.999 15 5 "correlation" 0.675675675675676 0.644444444444444
"3171" 245 0.479651093760803 0.9 0.001 15 5 "correlation" 0.637254901960784 0.888888888888889
"3172" 187 0.482048807506328 0.9 0.2505 15 5 "correlation" 0.641025641025641 0.666666666666667
"3173" 131 0.48353826196022 0.9 0.5 15 5 "correlation" 0.61 0.666666666666667
"3174" 107 0.480737764719977 0.9 0.7495 15 5 "correlation" 0.67948717948718 0.622222222222222
"3175" 106 0.485394369774172 0.9 0.999 15 5 "correlation" 0.675324675324675 0.622222222222222
"3176" 44 0.494544610485608 0.1 0.001 45 5 "correlation" 0.566666666666667 0.288888888888889
"3177" 48 0.48863207321844 0.1 0.2505 45 5 "correlation" 0.628571428571429 0.266666666666667
"3178" 44 0.483420559280347 0.1 0.5 45 5 "correlation" 0.535714285714286 0.333333333333333
"3179" 47 0.478585480116597 0.1 0.7495 45 5 "correlation" 0.517241379310345 0.377777777777778
"3180" 44 0.482104668884559 0.1 0.999 45 5 "correlation" 0.740740740740741 0.355555555555556
"3181" 48 0.495470788148627 0.3 0.001 45 5 "correlation" 0.59375 0.333333333333333
"3182" 46 0.485322686277032 0.3 0.2505 45 5 "correlation" 0.625 0.288888888888889
"3183" 45 0.481650939147706 0.3 0.5 45 5 "correlation" 0.833333333333333 0.311111111111111
"3184" 47 0.491127805830719 0.3 0.7495 45 5 "correlation" 0.733333333333333 0.355555555555556
"3185" 43 0.496142466015447 0.3 0.999 45 5 "correlation" 0.428571428571429 0.311111111111111
"3186" 69 0.484112860451548 0.5 0.001 45 5 "correlation" 0.625 0.266666666666667
"3187" 53 0.486622528971506 0.5 0.2505 45 5 "correlation" 0.72972972972973 0.333333333333333
"3188" 49 0.476903502462499 0.5 0.5 45 5 "correlation" 0.612903225806452 0.377777777777778
"3189" 47 0.486554083211556 0.5 0.7495 45 5 "correlation" 0.75 0.311111111111111
"3190" 48 0.487447243660527 0.5 0.999 45 5 "correlation" 0.548387096774194 0.355555555555556
"3191" 136 0.468280523426584 0.7 0.001 45 5 "correlation" 0.680327868852459 0.288888888888889
"3192" 82 0.480706225323161 0.7 0.2505 45 5 "correlation" 0.522388059701492 0.311111111111111
"3193" 56 0.481537152688769 0.7 0.5 45 5 "correlation" 0.625 0.333333333333333
"3194" 44 0.474049536965821 0.7 0.7495 45 5 "correlation" 0.633333333333333 0.288888888888889
"3195" 46 0.50072346123034 0.7 0.999 45 5 "correlation" 0.633333333333333 0.333333333333333
"3196" 214 0.477880201205387 0.9 0.001 45 5 "correlation" 0.652849740932642 0.444444444444444
"3197" 121 0.473277551007031 0.9 0.2505 45 5 "correlation" 0.6 0.333333333333333
"3198" 70 0.492863055303005 0.9 0.5 45 5 "correlation" 0.75 0.288888888888889
"3199" 50 0.488753721886011 0.9 0.7495 45 5 "correlation" 0.666666666666667 0.355555555555556
"3200" 46 0.493418406495757 0.9 0.999 45 5 "correlation" 0.6 0.333333333333333
"3201" 29 0.499026461619797 0.1 0.001 75 5 "correlation" 0.444444444444444 0.222222222222222
"3202" 25 0.506043548754385 0.1 0.2505 75 5 "correlation" 0.5625 0.177777777777778
"3203" 29 0.49392829432955 0.1 0.5 75 5 "correlation" 0.722222222222222 0.222222222222222
"3204" 30 0.486839818895775 0.1 0.7495 75 5 "correlation" 0.7 0.2
"3205" 26 0.485091376134825 0.1 0.999 75 5 "correlation" 0.8 0.222222222222222
"3206" 34 0.498894219336271 0.3 0.001 75 5 "correlation" 0.391304347826087 0.222222222222222
"3207" 30 0.479656353607614 0.3 0.2505 75 5 "correlation" 0.764705882352941 0.266666666666667
"3208" 32 0.491296417477614 0.3 0.5 75 5 "correlation" 0.619047619047619 0.222222222222222
"3209" 30 0.499505777132736 0.3 0.7495 75 5 "correlation" 0.6 0.2
"3210" 28 0.496319751847268 0.3 0.999 75 5 "correlation" 0.666666666666667 0.2
"3211" 57 0.479536335189931 0.5 0.001 75 5 "correlation" 0.555555555555556 0.244444444444444
"3212" 42 0.498392961937432 0.5 0.2505 75 5 "correlation" 0.703703703703704 0.311111111111111
"3213" 30 0.479401273060905 0.5 0.5 75 5 "correlation" 0.65 0.2
"3214" 30 0.498195509511054 0.5 0.7495 75 5 "correlation" 0.555555555555556 0.244444444444444
"3215" 29 0.490126681993339 0.5 0.999 75 5 "correlation" 0.666666666666667 0.222222222222222
"3216" 108 0.467029764291483 0.7 0.001 75 5 "correlation" 0.6875 0.244444444444444
"3217" 58 0.473707053890819 0.7 0.2505 75 5 "correlation" 0.638297872340426 0.222222222222222
"3218" 40 0.483857776286767 0.7 0.5 75 5 "correlation" 0.466666666666667 0.2
"3219" 27 0.499162690392827 0.7 0.7495 75 5 "correlation" 0.611111111111111 0.177777777777778
"3220" 30 0.487499078106233 0.7 0.999 75 5 "correlation" 0.736842105263158 0.222222222222222
"3221" 197 0.473772624382874 0.9 0.001 75 5 "correlation" 0.641304347826087 0.266666666666667
"3222" 103 0.475901720671754 0.9 0.2505 75 5 "correlation" 0.619565217391304 0.222222222222222
"3223" 50 0.474081037449478 0.9 0.5 75 5 "correlation" 0.619047619047619 0.155555555555556
"3224" 33 0.492854324089717 0.9 0.7495 75 5 "correlation" 0.75 0.266666666666667
"3225" 31 0.495803553193965 0.9 0.999 75 5 "correlation" 0.722222222222222 0.266666666666667
"3226" 19 0.516050713820398 0.1 0.001 105 5 "correlation" 0.727272727272727 0.155555555555556
"3227" 21 0.484883092813653 0.1 0.2505 105 5 "correlation" 0.642857142857143 0.133333333333333
"3228" 18 0.482030640305562 0.1 0.5 105 5 "correlation" 0.555555555555556 0.177777777777778
"3229" 21 0.491117115461542 0.1 0.7495 105 5 "correlation" 0.642857142857143 0.133333333333333
"3230" 19 0.508791263979615 0.1 0.999 105 5 "correlation" 0.714285714285714 0.0888888888888889
"3231" 24 0.491846696045626 0.3 0.001 105 5 "correlation" 0.666666666666667 0.177777777777778
"3232" 23 0.490805002242775 0.3 0.2505 105 5 "correlation" 0.8 0.155555555555556
"3233" 21 0.49860117364113 0.3 0.5 105 5 "correlation" 0.571428571428571 0.133333333333333
"3234" 19 0.50224307842365 0.3 0.7495 105 5 "correlation" 0.833333333333333 0.133333333333333
"3235" 18 0.499586700780059 0.3 0.999 105 5 "correlation" 0.5 0.155555555555556
"3236" 42 0.490263593018796 0.5 0.001 105 5 "correlation" 0.65625 0.2
"3237" 29 0.489068831883491 0.5 0.2505 105 5 "correlation" 0.619047619047619 0.155555555555556
"3238" 21 0.474879748695922 0.5 0.5 105 5 "correlation" 0.615384615384615 0.155555555555556
"3239" 22 0.498694392397002 0.5 0.7495 105 5 "correlation" 0.833333333333333 0.2
"3240" 18 0.492469212172817 0.5 0.999 105 5 "correlation" 0.555555555555556 0.177777777777778
"3241" 93 0.471655340053507 0.7 0.001 105 5 "correlation" 0.702380952380952 0.177777777777778
"3242" 54 0.481557614882405 0.7 0.2505 105 5 "correlation" 0.577777777777778 0.177777777777778
"3243" 29 0.499333999845993 0.7 0.5 105 5 "correlation" 0.7 0.177777777777778
"3244" 22 0.498473095553069 0.7 0.7495 105 5 "correlation" 0.923076923076923 0.177777777777778
"3245" 21 0.497585136569439 0.7 0.999 105 5 "correlation" 0.545454545454545 0.2
"3246" 192 0.482721099628365 0.9 0.001 105 5 "correlation" 0.629834254143646 0.222222222222222
"3247" 90 0.47214074874547 0.9 0.2505 105 5 "correlation" 0.602409638554217 0.133333333333333
"3248" 38 0.488390446056194 0.9 0.5 105 5 "correlation" 0.612903225806452 0.133333333333333
"3249" 23 0.491099528258495 0.9 0.7495 105 5 "correlation" 0.705882352941177 0.111111111111111
"3250" 17 0.495823235269469 0.9 0.999 105 5 "correlation" 0.444444444444444 0.155555555555556
"3251" 15 0.495638253348132 0.1 0.001 135 5 "correlation" 0.555555555555556 0.111111111111111
"3252" 17 0.50021851394295 0.1 0.2505 135 5 "correlation" 0.555555555555556 0.155555555555556
"3253" 15 0.513854977404476 0.1 0.5 135 5 "correlation" 0.875 0.133333333333333
"3254" 16 0.483394643869842 0.1 0.7495 135 5 "correlation" 0.888888888888889 0.133333333333333
"3255" 16 0.491745262299277 0.1 0.999 135 5 "correlation" 0.625 0.155555555555556
"3256" 19 0.479813384884933 0.3 0.001 135 5 "correlation" 0.818181818181818 0.155555555555556
"3257" 15 0.493265287513759 0.3 0.2505 135 5 "correlation" 0.625 0.133333333333333
"3258" 16 0.510815194590643 0.3 0.5 135 5 "correlation" 0.777777777777778 0.133333333333333
"3259" 14 0.500192902275137 0.3 0.7495 135 5 "correlation" 0.714285714285714 0.133333333333333
"3260" 16 0.513528650070177 0.3 0.999 135 5 "correlation" 0.777777777777778 0.133333333333333
"3261" 39 0.487477263150962 0.5 0.001 135 5 "correlation" 0.65625 0.133333333333333
"3262" 24 0.490134242493357 0.5 0.2505 135 5 "correlation" 0.647058823529412 0.133333333333333
"3263" 18 0.492093193288402 0.5 0.5 135 5 "correlation" 0.583333333333333 0.111111111111111
"3264" 16 0.499476467601656 0.5 0.7495 135 5 "correlation" 0.666666666666667 0.133333333333333
"3265" 13 0.504970333821052 0.5 0.999 135 5 "correlation" 0.571428571428571 0.111111111111111
"3266" 85 0.48206851455222 0.7 0.001 135 5 "correlation" 0.692307692307692 0.133333333333333
"3267" 43 0.48707929953831 0.7 0.2505 135 5 "correlation" 0.594594594594595 0.111111111111111
"3268" 26 0.499829059469509 0.7 0.5 135 5 "correlation" 0.777777777777778 0.155555555555556
"3269" 17 0.498997432600367 0.7 0.7495 135 5 "correlation" 0.727272727272727 0.111111111111111
"3270" 13 0.498033515625796 0.7 0.999 135 5 "correlation" 0.714285714285714 0.111111111111111
"3271" 178 0.479794742957625 0.9 0.001 135 5 "correlation" 0.619883040935672 0.133333333333333
"3272" 81 0.480959431138361 0.9 0.2505 135 5 "correlation" 0.693333333333333 0.111111111111111
"3273" 35 0.470503982056901 0.9 0.5 135 5 "correlation" 0.517241379310345 0.111111111111111
"3274" 19 0.488278365892446 0.9 0.7495 135 5 "correlation" 0.692307692307692 0.111111111111111
"3275" 16 0.497966694742821 0.9 0.999 135 5 "correlation" 0.777777777777778 0.133333333333333
"3276" 11 0.508680246351694 0.1 0.001 165 5 "correlation" 0.285714285714286 0.0666666666666667
"3277" 11 0.505098568879085 0.1 0.2505 165 5 "correlation" 0.5 0.0888888888888889
"3278" 12 0.491011499740658 0.1 0.5 165 5 "correlation" 1 0.0888888888888889
"3279" 10 0.506582511698764 0.1 0.7495 165 5 "correlation" 0.4 0.0888888888888889
"3280" 11 0.497439420423937 0.1 0.999 165 5 "correlation" 0.8 0.111111111111111
"3281" 16 0.482433028586848 0.3 0.001 165 5 "correlation" 0.636363636363636 0.0888888888888889
"3282" 13 0.491440613779899 0.3 0.2505 165 5 "correlation" 0.75 0.0888888888888889
"3283" 13 0.495742698583544 0.3 0.5 165 5 "correlation" 0.714285714285714 0.111111111111111
"3284" 13 0.493805861197375 0.3 0.7495 165 5 "correlation" 0.625 0.0888888888888889
"3285" 11 0.496279722553777 0.3 0.999 165 5 "correlation" 0.833333333333333 0.0888888888888889
"3286" 32 0.505199722173491 0.5 0.001 165 5 "correlation" 0.444444444444444 0.0888888888888889
"3287" 18 0.504103817734718 0.5 0.2505 165 5 "correlation" 0.571428571428571 0.0666666666666667
"3288" 15 0.489927818732504 0.5 0.5 165 5 "correlation" 0.5 0.0888888888888889
"3289" 13 0.504666417323138 0.5 0.7495 165 5 "correlation" 0.571428571428571 0.111111111111111
"3290" 13 0.513947449401586 0.5 0.999 165 5 "correlation" 0.5 0.133333333333333
"3291" 77 0.481107003747809 0.7 0.001 165 5 "correlation" 0.666666666666667 0.0888888888888889
"3292" 37 0.491841795904557 0.7 0.2505 165 5 "correlation" 0.806451612903226 0.111111111111111
"3293" 21 0.479689386855266 0.7 0.5 165 5 "correlation" 0.5625 0.0888888888888889
"3294" 12 0.514980308191101 0.7 0.7495 165 5 "correlation" 0.285714285714286 0.0888888888888889
"3295" 13 0.509674206996389 0.7 0.999 165 5 "correlation" 0.857142857142857 0.111111111111111
"3296" 174 0.474385907404584 0.9 0.001 165 5 "correlation" 0.630952380952381 0.111111111111111
"3297" 70 0.475995068747017 0.9 0.2505 165 5 "correlation" 0.666666666666667 0.0666666666666667
"3298" 25 0.505251100426761 0.9 0.5 165 5 "correlation" 0.65 0.0888888888888889
"3299" 14 0.488524256166853 0.9 0.7495 165 5 "correlation" 0.666666666666667 0.0888888888888889
"3300" 11 0.511789144410977 0.9 0.999 165 5 "correlation" 0.25 0.133333333333333
